avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,rainfall,PM2.5,rainfall_flood,water_level,elevation_flood,flood_occurred,risk
9,1,13,3.3,1020.7,0,1.1,52.45,70.46704979154603,4.675544531407338,2770.969169656424,0,0
9.2,0.8,13,3.1,1019.4,0,0.9,51.12,90.34966110037776,5.36030160515133,3435.229081407872,0,0
8.7,0.6,11.8,2.6,1021.4,0,4.1,50.21,73.53964945035408,9.88229876502466,2070.429320023006,1,1
8.1,-1.6,12.8,2.7,1023.7,0,0,43.31,195.0516940717532,1.810500516930573,2036.901726264246,1,1
8.1,-2.2,13.2,3.5,1024.6,0,0,39.82,166.0586886348401,7.264209827814987,7901.095782900643,0,0
8.9,-2,14.1,3.6,1020.9,0,0,36.44,23.39232705654345,4.731871767424122,2888.451755672573,0,0
10.2,-2,14.9,2.8,1018.1,0,0,35.88,157.9579599525526,8.305416798723433,6390.752091193111,0,0
10.9,1.2,15.2,2.7,1018.5,0,0,35.82,237.35692966899,4.040325626153071,2100.35145190847,1,1
10,-0.2,14.3,3,1019.3,0,0,34.1,24.35837724609729,3.029894270204153,7158.396787348615,0,0
9.8,-1,14.4,2.8,1017.8,0,0.9,33.31,266.921692869126,2.077861946454917,5996.661138181114,0,0
9.6,-1.6,13.7,3,1017.8,0,5,37.39,173.4919948343188,8.722371551362434,6690.892924006677,1,1
9.8,0.6,13.7,2.9,1020.1,0,0.2,42.63,285.187340781095,7.183284631657189,3889.021328503596,0,0
10,-1,14.5,2.7,1021.1,0,0,47.2,44.4423653167127,0.7690045178255589,7782.38727306523,1,1
10.5,-0.2,14.7,3.2,1015.4,0,0,48.95,298.0694998059945,7.134902362362359,3309.261926431026,0,0
11,-1.8,15.4,3.8,1015.2,0,0,52.46,193.281859790903,0.3501563114862516,5316.71940283288,1,1
9.9,3.6,12.3,2.7,1018.2,0,10.8,52.47,170.2482598443189,1.816264157608791,5663.358066821512,0,0
9.1,0.2,12.5,1.8,1019.8,0,47.5,52.64,154.5838872336256,5.927977062467526,8425.520263084936,1,1
9.9,0.6,13.1,2,1023.1,0,3.2,51.6,7.096311929493826,4.635103322334411,1190.256753703491,0,0
9.2,1,12.1,2,1022.6,0,14.9,47.88,281.8917574648734,8.404835814351072,1199.834341953578,1,1
9.2,0.2,12.3,2.1,1023.2,0,31.8,43.95,193.1983418562595,6.078903782546396,4088.230934670536,1,1
9.1,0,13.4,2.9,1026.9,0,0,40.6,27.48794534978737,9.6497456233174,8121.363482801595,1,1
9.3,-3,13.8,2.5,1025.7,0,0.4,41.04,6.285651088357469,8.551835473377677,191.869835331015,0,0
9.7,1.8,12.4,2.4,1025.3,0,12.2,44.62,15.2350917710254,3.402152974599879,2444.486573381404,0,0
10.6,2.2,14.3,2.1,1025.7,0,2.9,48.54,182.8187290296722,8.341509462841593,2509.171795436043,1,1
10.6,2,14,2.1,1023.3,0,23.6,55.3,184.2046244683756,8.699352921278138,2698.220629591118,1,1
11,2.8,14.1,2.5,1025.7,0,10.9,50.38,149.9001875344323,9.697249905644158,218.589566713391,0,0
12.4,3,16.5,2.7,1023.7,0,0,45.39,92.02974619588548,0.1256292737477382,7304.964837307983,1,1
14.1,4,16.9,2.9,1019,0,0.5,42.61,159.5228194843924,8.747443049730194,78.83083713636258,0,0
12.6,8,16.3,3.1,1023.5,0,7.3,41.28,154.8905462628774,0.6989531566623763,4226.724584929154,1,1
12.6,6,16.4,2.4,1026,0,0,39.46,5.824667962969688,5.28115874590989,498.6646358533734,1,1
14.2,5.6,19,3,1021.5,0,0,38.08,84.74076909824942,4.146635397524613,7066.402374157722,1,1
15.6,4.2,20.9,3,1020.7,0,0,37.25,15.95560244014484,9.19881621063596,6605.791485637342,0,0
16.3,4.8,21.5,2.9,1021.4,0,0,35.72,270.0464254342966,4.051518401045052,6384.105064009398,0,0
16.8,5.6,21.8,3.2,1020.2,0,0,38.23,217.5669488355406,5.960426738597536,6514.472225471931,0,0
18.7,5,24.4,2.9,1020.8,0,0,41.65,298.8345510578737,6.918786723440134,8319.239583520734,1,1
19.7,6.2,25.2,3.1,1019.8,0,0,48.77,90.65137899158636,0.1902975659439687,3687.942956602772,0,0
19.7,11.6,25.6,3,1018.1,0,0,54.96,263.5457543270731,5.909312536500241,7623.213865129095,0,0
19.7,8,25.3,2.8,1017.7,0,0,58.33,180.9162803797445,5.179918353298887,1630.086975074731,1,1
21.1,8.4,27.3,3,1017.6,0,0,57.96,135.9376220710815,5.940086396214447,3992.788323326255,1,1
21,8.6,27.7,3.4,1015.8,0,0,58.1,66.77193338659053,0.7574405805568907,78.82766736528123,0,0
19.2,12.8,25,3.4,1016.7,0,0.2,58.19,221.5176495858428,0.5555837002227604,2514.073315216307,1,1
17,7.8,21.9,3.9,1016,0,0.6,58.21,271.24222467129,1.775443374484651,4053.795044726094,1,1
17.8,4.8,24.1,2.9,1018.1,0,0.4,32.57,70.59251942261122,8.69500675657173,8045.396490389821,1,1
19,7.2,26.1,3.1,1016.3,0,0,32.37,52.61710049208376,3.564710683713186,2804.387449317413,1,1
19.8,7.6,26.5,3.3,1014.4,0,1.7,31.76,208.8665745014601,4.340325508193248,5949.470874402216,0,0
17.2,10.2,23.7,3.7,1016.1,0,1.4,32.27,293.0919488176557,3.901662809041881,7378.938294018579,1,1
18,6,24.6,3.3,1016.1,0,0,27.04,224.9865303312234,7.143701300660087,2889.13506257487,1,1
19.2,5,27.1,3.3,1018,0,0,29.73,85.37422171429468,2.594755512444918,1497.331128598165,1,1
20.8,6.6,29.7,2.8,1016.6,0,0,33.32,125.9866272443357,0.6839335203028418,5230.885787232526,0,0
22.2,7.6,32.5,3.7,1014.8,0,0,31.77,115.2952906375115,3.781748934079646,2516.22829061775,0,0
22.5,7,32.9,3.9,1013.4,0,0,33.1,255.6285054141136,7.27835535187443,5772.896262106184,0,0
22.3,8.2,32.4,3.4,1013.6,0,0.1,32.33,231.4112336616672,9.14968031360895,1191.834831430413,0,0
22.4,6.8,30.6,2.9,1016.3,0,0,30.39,176.6926304284561,0.508215640788815,1341.311176838698,1,1
22.8,7.6,30.9,2.8,1015.6,0,0,30.51,82.48773311907097,8.104961208798349,5980.567309100741,1,1
23.5,7.8,33.1,3.9,1014.4,0,0,30.39,281.3965583166168,0.6618015495008456,8614.05392487172,1,1
21.6,8.6,28.8,2.8,1019.7,0,0,31.66,195.994567430744,3.306606179174957,2184.53858786164,0,0
22.7,8.2,30.8,3,1017,0,0,34.09,291.1429939325348,0.2230152810547203,6316.700758065758,0,0
23.7,8.4,31.2,2.9,1018.8,0,0,36.47,174.0351099126092,9.11541698957562,4707.495333235763,1,1
24.2,8.8,32.3,3.2,1018.8,0,0,38.71,246.3578275090842,7.067889952001273,7466.309882801361,0,0
24.6,8.6,32.4,3.5,1018.4,0,0,38.93,243.931613818358,3.69135232062541,3440.863260554266,1,1
25.6,16.2,33.2,3.4,1016.4,0,0,38.92,101.1986330500776,3.774565829245456,8597.725436869301,0,0
23.3,8.8,30.6,2.8,1017.2,0,1.6,38.92,289.2062168871685,6.398428635014631,729.0474959994707,1,1
23.9,9,32,3.3,1016.4,0,0,38.92,6.582440279269197,0.8964830486815667,8712.16406126144,0,0
25.6,9.4,33.8,3.2,1013.6,0,0.3,38.92,230.6132726302242,1.450486313569851,7487.507731092686,1,1
25.6,9.8,33.8,2.7,1013.4,0,4,38.92,289.6671257292132,8.47224211588869,7666.421514311435,1,1
21.7,11.8,29.1,3.2,1015.8,0,11.8,38.92,101.6724609851169,2.023130861269115,7453.585615696224,0,0
19.9,8,26.2,3,1015,0,6,38.92,194.4331763372916,7.26666397705373,7625.769830196461,0,0
21.2,6,28.6,3,1012.6,0,1.1,38.92,168.6669749532632,2.258029028220987,7212.470163377256,0,0
22.8,7.7,30.9,3.8,1011.4,0,0,38.92,228.4521929029571,0.8814631719481048,7958.92762133922,0,0
24.3,8.2,32.4,3.2,1012.7,0,0,38.92,259.8533764935157,9.00032363274916,4077.164959750477,1,1
25.1,7.6,33.8,4,1014.9,0,2.1,38.92,180.9133707898644,9.016727831732693,8310.846299218916,0,0
23.5,9.2,31.5,2.8,1018.3,0,5,38.92,244.7713759144371,6.053118976257651,3406.151323991902,1,1
21.7,8,29.4,2.5,1017.5,0,6.9,38.92,93.68567276677656,4.620338444055473,6445.915092110283,1,1
18.1,9,23.5,2.8,1019.2,0,19.3,38.91,68.57611761144507,5.527599224151477,6285.199598095754,1,1
18.9,6.6,26.2,2.2,1019.3,0,12.2,38.91,129.200306859852,4.081274267243602,7263.292252959123,0,0
19.8,10.6,25.7,2.5,1019.4,0,3.7,38.91,203.320979874235,7.571746160084958,6533.209561695193,0,0
22,7.8,30,3,1016,0,0.9,38.95,56.17408468161709,7.54560706914964,313.037877674021,0,0
21.8,10.8,26.5,3.4,1015.1,0,8.6,38.88,204.1056576455674,8.189796097391895,6540.024262837137,1,1
22.2,7.6,30,3,1017.2,0,0,30.56,118.2280945716202,5.229260793692804,206.1297892642718,0,0
24.8,8.6,32.8,3.1,1014.6,0,0,30.51,238.6725821677896,8.013418616069817,4718.021799930734,0,0
25.6,9.8,33.6,3,1015.3,0,2.2,29.97,11.05074513099099,1.557185964438373,7423.023468185693,1,1
24.4,12,31.1,3.2,1017.2,0,1.2,29.97,200.3947913488184,0.3013472989171251,7340.08102135945,1,1
24.7,10.6,31.8,3.1,1012.2,0,0.8,29.8,194.9467009949903,6.480530485986309,7443.937346650975,0,0
26.6,10.2,34.3,3.5,1009.9,0,0,31.2,282.2806428375943,1.054760178851781,5330.129234576058,0,0
27.7,11.2,35.3,3.3,1008.5,0,0,31.91,214.0102660692212,5.506699110835127,1626.368980271473,0,0
25.4,13.6,32.5,3.4,1011.8,0,0.9,32.23,238.8905689269844,7.211249550010589,4494.590387840853,1,1
22,11.2,29.4,3.3,1015.6,0,8.6,30.49,271.3773047559505,4.070854262272779,4567.442802029585,1,1
21.9,11.2,28.1,2.2,1015.9,0,7.1,31.11,202.5155754875964,0.438727122177226,2873.54505984102,1,1
22.3,9.2,29.5,2.8,1015.1,0,6.1,33.03,87.04609048799237,8.871314002988738,3752.430393316216,1,1
23.9,8.6,31.4,3.4,1014.1,0,0.4,33.67,260.9321398750566,0.4324504177144839,7717.019161694857,1,1
27.1,22.3,34.1,3.9,1011.2,0,0,29.71,224.2734358427925,9.047525098512825,4582.625490369055,0,0
27.2,11.8,34.3,3.6,1011.2,0,0.2,29.56,127.331281200268,0.5263058792557462,6235.57332530952,0,0
26.8,11,34,3.9,1011.7,0,0,29.15,213.1587517949886,7.351594984685019,4386.939960776583,0,0
27.6,12,35.4,3.5,1009.9,0,0,29.92,260.3066631543426,9.248467622236246,5463.386038341225,1,1
27.2,11.8,35.2,3.6,1009.6,0,0.2,31.07,292.6956394173815,9.06980313701082,819.2097554533708,0,0
27.5,11.2,35.4,3.6,1008.3,0,0,25.91,285.7054511877166,8.933849078683242,8240.92285416206,1,1
28.5,11.2,36.5,3.8,1007.4,0,0.2,32.42,97.59834802924246,8.830786232095754,3857.13577141321,0,0
28.4,10.8,34.4,3,1009.8,0,3.8,29.06,126.5081141154545,5.104097309119581,6620.982017853635,1,1
26.2,14,32.8,3.2,1011.3,0,0.7,30.35,32.86098149321138,5.576908362602017,5902.51076602398,1,1
26.1,10,32.4,3.8,1009.7,0,1.7,30.43,74.2632861054138,6.197174732601457,7071.960280670071,0,0
25.6,9.6,33.1,3.2,1012,0,0.3,30.94,264.7263625460851,8.959483987688317,308.5554780435515,0,0
25.5,10,33.9,3,1012.1,0,12,30.37,108.2549778838077,8.381604195635319,8275.993303350848,0,0
23.1,11.6,30.4,2.9,1011.1,0,17.4,32.8,186.1657975784643,7.829785668983247,7341.600081941663,1,1
22,8.6,30.7,3.1,1008.6,0,8.5,35.93,199.78968549211,6.757242066107196,7377.122290861472,0,0
23,8,30.2,3.1,1005.1,0,17.7,40,234.5487825429936,6.183837219871616,4133.019736844775,1,1
22,11.6,27.4,3.3,1006.9,0,23.4,35.67,54.84000907368929,9.2246685681108,7045.873937018759,0,0
21.9,11.2,28.4,3,1011.6,0,13.3,37.91,91.44394038433065,1.92644187283847,5089.210648403089,0,0
24.3,11.4,31.9,3.6,1012.1,0,0,41.82,134.5009024374542,1.927250041855331,4454.773662208214,1,1
25.5,14.2,32.3,2.4,1007,0,9.3,45.94,109.4523183714821,9.824695290855564,6944.989628452505,0,0
25.6,12.6,32.1,2.9,1008.3,0,3,50.54,294.8715698579069,5.531590329890294,5554.774691380173,0,0
25.1,14,30.8,3,1009.9,0,5.9,50.07,250.4822409641137,4.833741336339747,682.7153694800106,0,0
24.4,12,29.7,3.1,1011.2,0,2.6,47.7,143.9060263861458,8.50595374826158,2782.781131192973,1,1
24,11.8,31.1,3.3,1012.2,0,1,48.99,263.7805878259404,8.497679227838011,5504.276251700815,1,1
24.7,10.8,31.1,2.9,1011.7,0,0.7,48.85,104.295884274989,1.765980163694016,7996.830499866263,0,0
25.7,10.4,32.1,2.8,1009.7,0,0.2,45.88,235.7484971670794,1.735723069331527,8255.191396758086,0,0
26.6,11.6,33.8,3,1010.4,0,0.6,40.65,67.1026794319361,7.952647650654089,7422.690034544315,1,1
27.6,12.6,34.8,4.3,1009.9,0,2.5,40.89,231.6966135679098,7.856324321494923,2250.15735004052,1,1
27.9,12,36.2,4.4,1008.8,0,1.9,42.53,136.9360209587185,2.251866876888058,4188.482828647964,1,1
28.6,13.2,36.5,3.6,1008.2,0,1.9,44.41,32.2497962976727,8.415101362431717,3834.638212058762,0,0
28.2,13.6,34.2,3.7,1008.1,0,2.4,46.49,81.97873636667468,4.80051130303379,3881.487533643812,1,1
27.8,12.6,34.5,3.9,1007.3,0,0.2,46.58,120.6823872070694,4.699891146734306,440.493988977872,0,0
26.9,14,33.9,3.2,1008.7,0,0.5,47.71,224.7878734993312,9.856935929682066,1536.34933668343,1,1
27.4,13.2,34.3,2.4,1008.5,0,0.1,47.81,21.89481441928526,5.192145965820187,1356.046560543413,0,0
27.2,15.2,32.6,3.2,1010,0,1.9,42.26,197.8640985277919,1.370453785645092,5461.592247521223,1,1
27.5,14.6,33.8,2.9,1012.4,0,0.4,40.03,214.8040922798531,2.801558203825177,3643.591921013139,1,1
28.8,13.8,36,3.3,1009.1,0,0,39.63,196.1764109777255,3.336821150797002,2870.185047775537,0,0
29.9,14.6,37.6,3.7,1006.6,0,1.2,38.37,228.2008914502667,9.584669379060625,3927.672239847213,0,0
29.6,16.2,36.5,4.1,1006,0,1.1,38.05,53.45058480685149,2.640373841616309,2868.645911277996,1,1
26.7,14.8,32.8,3.5,1007.6,0,11,39.26,176.1310065189112,4.304029393537202,6702.092964188659,0,0
24.1,13.4,30.8,3.2,1008.5,0,14.4,37.78,282.343484161164,7.49635549478091,1477.987035232657,0,0
22.4,11.2,27.9,3.4,1009.6,0,20,41.41,183.2352809413613,2.740963086683906,496.6801279656566,1,1
22.2,11,28,3,1007.3,0,14.4,44.18,183.4009040858859,7.016420532151102,5757.441579118549,1,1
21.2,12.8,25.4,2,1006.7,0,19.8,47.05,220.9318926339807,2.075175963566416,2040.164334716096,0,0
21.7,11.4,28.2,3,1012.9,0,23.2,47.37,99.96126963775772,2.425174758494308,5692.39863873252,1,1
23.9,13,32.1,2.7,1014.1,0,0.9,43.57,210.1427703964622,9.86331937380475,517.9776115214755,0,0
26.6,11.2,34.8,3.2,1009.3,0,0,41.83,274.8701499939645,3.68944409275728,2186.315344112688,1,1
29.3,11.8,36.8,2.9,1005.4,0,0,43.45,3.268641907602898,7.296861156179581,1361.564364038967,1,1
30.3,15.2,37.2,3.2,1006.9,0,0,41.54,261.0339123326596,8.400630969404325,2571.877453893581,1,1
31,16.6,37.6,3.1,1007.7,0,0,42.46,65.58549937765773,3.468523159236847,2909.711279719937,0,0
31.3,17.2,38.9,3.3,1004.4,0,0,39.58,136.7769821101126,3.571695014247905,4381.501332370495,1,1
32.5,19.4,39.6,3.5,1000.8,0,0,35.91,255.7043402857913,7.730884604034421,4602.186733614028,1,1
32.9,22,39.6,4.2,1000.8,0,0.7,36.76,247.1736382369887,6.07001344258824,5575.107448463961,0,0
32.2,22,39.2,3.3,1002,0,0.5,37.45,267.5782434378168,3.617519166227981,2934.457972755985,1,1
32.7,22.5,39.2,3.7,1001.3,0,0.6,36.98,282.1250377897578,7.495660635123063,4707.323956166058,1,1
33.1,23,39.3,3.4,1002.9,0,2.1,37.01,134.1470870315276,8.63705006591627,8760.558111502129,0,0
33.4,22,40,4,1003,0,0.4,36.37,196.9091432403021,2.350382849575665,1863.73631316251,0,0
31.3,21.5,35.9,3.1,1005,0,12.8,38.23,117.143532157832,0.2435613389751778,1351.140986796069,0,0
30.6,19.7,35.1,2.8,1008.9,0,19.9,38.67,105.2150152476498,2.741470664898644,7455.007176955991,1,1
30.9,19.6,36.1,2.8,1010.1,0,12.6,40.06,129.4786231793009,6.744896391997046,3630.914819524817,1,1
31.7,20,37.8,2.8,1005.6,0,2.7,35.62,222.9228404348028,9.152522516269077,7493.226850795527,0,0
30.4,21,35.7,2.9,1003.9,0,8,35.96,150.4322241424659,8.630643731951945,3757.648366320627,0,0
29.7,19,34.3,2.9,1005.6,0,16.4,34.55,244.2179023345026,2.221705989273852,191.8676576173387,1,1
28.6,18.2,33.7,2.6,1007.7,0,8.8,30.49,223.5655431588468,8.81000166585007,3316.876639279671,0,0
29.7,16.6,35.8,2.4,1006.4,0,7.4,32.38,6.143538337319798,8.107317201521077,5398.436276402953,0,0
28,17.6,33.7,2.7,1005,0,9.1,32.68,189.0714471318485,7.344009500880241,3959.964535103341,0,0
25.9,17,30.6,2.4,1007.3,0,14.4,36.67,130.9713369925773,6.882268788077321,4064.266585803769,1,1
26,16.7,30.5,2.4,1010.8,0,36.6,39.61,136.9886967453425,8.07092491700536,8833.099455216303,1,1
26.7,17.4,32.3,2.1,1011,0,1.5,43.71,245.5119161609684,8.617295085551076,4814.437177883758,0,0
29,17,35.8,2.8,1010.5,0,4.7,47.23,164.282395825403,8.191114648414604,6166.522953876813,0,0
31.2,19,37.1,3,1007.3,0,3,43.74,265.6865470376841,1.21848342359509,6379.168410186136,0,0
31.7,18.8,37.9,2.8,1004.9,0,4.8,43.17,213.8416777175071,7.221547692594861,1.515267495844947,1,1
31.1,18.2,37.7,3.1,1003.3,0,3.2,40.84,165.8520026292158,8.413042207601867,4888.174735066679,1,1
30.4,20.4,36.6,3,1005.1,0,2.1,37.3,226.3613928453311,1.857060067486693,8521.121926227104,1,1
30.3,18.6,34.4,2.2,1008.5,0,9.9,37.18,11.50471527762219,2.137975443240432,6643.280336380542,0,0
30.5,20.2,34.6,2.8,1008.1,0,6.9,35.78,8.12509644846232,7.859769744504907,3012.10181621123,0,0
29.9,19.4,34.2,2.5,1009.1,0,37.6,38.46,25.00479807625561,3.439292000038936,3225.726070627265,1,1
29.6,19.8,35,2.5,1010.3,0,16.4,40.63,131.2695975441428,3.997010050273033,2686.404966014257,0,0
30.4,19.2,36.5,2.7,1010.9,0,12.3,46.24,70.63504368808293,3.771592775269729,5576.082774890918,1,1
29.7,21,34.1,2.6,1010.4,0,23.3,44.87,295.2783883247354,2.128325007415489,861.0474528241698,1,1
28.5,19,33.1,2.4,1010.6,0,35.8,45.17,162.6870417034101,9.387942922791746,2565.92366132796,1,1
28.6,19,34.6,2.6,1009.3,0,23.6,41.18,198.7247238243476,8.058599690832317,4408.20168121878,0,0
29.3,18.4,34.9,2.4,1007.3,0,9.7,38.67,83.646040874009,2.505391071093185,4735.60063843085,1,1
28.4,17.8,34,2.7,1005.7,0,40.5,38.9,96.53907257628263,1.06087173595883,5374.34306107389,1,1
26.3,16.6,31.5,2.6,1007.2,0,16.5,34.97,100.6385742423468,3.72610190696967,7053.846676585176,1,1
27.9,16.6,34.4,2.5,1006.6,0,2.4,34.19,209.6207115450902,4.153084257248233,1444.315904342879,1,1
29.2,15.6,35.9,2.9,1007.4,0,4.7,33.04,142.1118623067926,0.0709213440471889,1990.934695505131,1,1
30,17.2,36.6,2.5,1007.3,0,0.4,32.74,155.3050957590223,8.871521563480972,7718.22368187059,1,1
30.1,18.8,35.5,2.6,1006.4,0,1.7,30.56,177.6008946478036,8.512838884253908,7354.094174227087,0,0
29.3,19,34.6,2.5,1004.6,0,10.2,32.09,230.6434968714651,8.501632879497063,7269.257771263345,1,1
30.5,17,37.3,3.6,1003.4,0,4.1,33.6,27.11092455374344,8.058032539962683,1845.832412427163,0,0
30.2,19.6,34.9,2.4,1005.4,0,12.3,37.68,233.0621736656465,7.331259248088475,515.4550368041878,1,1
30.2,18.2,35.7,3.2,1006.3,0,19.4,41.41,168.970520662554,6.345206957735971,4631.174670533748,1,1
31.2,18,37.3,2.9,1004.2,0,3.7,43.58,200.7286334565772,9.602892573653612,7698.138648349921,0,0
30.2,20,36.1,3.6,1005.1,0,3.7,46.12,98.2655294522286,7.117299162625138,2101.549382352066,0,0
29.3,20.2,34.7,2.9,1007.9,0,4.8,45.99,122.8160510449348,6.302450889548558,8000.364264911896,0,0
31.2,17.5,38.2,2.7,1005.5,0,0,44.32,69.34974589617607,7.888250878935695,1252.279575537564,0,0
31.9,17.8,38.9,3.3,1005.7,0,2.1,45.3,293.7899992252215,2.462663247333125,2637.555176977503,1,1
28.7,19,32.7,1.9,1009.3,0,23.9,43.7,149.100891753095,9.671455359859204,2639.254321827092,1,1
28.4,18.8,32.9,2.2,1010.5,0,11.9,40.59,298.8230747389794,0.1916197669706887,1336.934303026386,0,0
28.1,18.4,33,2.3,1010.3,0,7.4,41.23,146.9357934183799,6.484049704916747,7722.341273251564,0,0
29.8,17.4,36.2,2.3,1007.3,0,1.2,43.9,65.9253793152202,0.7709420043229009,3650.595813719541,1,1
30.9,18.4,37.3,2.7,1005.3,0,1.4,48.92,152.235719021057,8.533059018952699,1686.937129988009,0,0
30.4,19.6,36.7,2.6,1006.4,0,11.1,48.72,11.87867153972334,9.676401196758068,1302.817114601404,0,0
28.7,17.8,35.2,2.9,1007.8,0,14.8,43.92,271.4309404265854,4.086107297925064,3724.247981734314,1,1
29.1,16.8,35.9,2.9,1005.5,0,1.9,40.51,245.5650753583324,8.571646966053626,152.9676810302805,0,0
29.4,17.8,35.8,2.6,1008.4,0,11.7,37.32,217.7461562082854,3.357213446210838,1071.104320561404,0,0
28.6,17.6,35.8,2.3,1011.4,0,5.1,33.56,182.948014632738,1.594036944560169,32.72066064006928,1,1
27.4,17,32.7,2.3,1012.3,0,7.3,33.92,173.9502701011089,2.766493932655957,215.7626052607657,1,1
28.1,18.4,35.1,2.8,1010.6,0,9,34.51,299.0184642238389,3.01841964356823,8824.762735151153,1,1
28.6,19.6,34.8,2.3,1008.5,0,10,35.43,83.39923020598138,6.306680375985505,3971.771783365454,1,1
28.2,16.2,34.7,2.6,1008.8,0,8.9,33.96,233.9053096096734,7.961480378075359,6449.526440331007,0,0
27.2,15.4,32.9,2.4,1012.9,0,12.2,34.36,174.4214310640972,2.052165473970655,6521.690464343031,0,0
28.4,15.2,34.4,2.6,1013.5,0,0.8,36.7,292.7641631276655,0.8820626275435306,7789.8453472727,1,1
29.1,15,36.1,3,1010.2,0,1.3,47.49,248.3409549894757,2.216518428693168,917.9426970851216,0,0
29.5,15.4,36.2,3.2,1010,0,3.8,45.34,299.5575338968778,2.965378224121822,4651.150296476147,1,1
29,16,35.6,3.4,1010.8,0,3,44.33,176.4974983387339,2.798146599945583,2846.572904073777,1,1
30.1,15.8,36.7,3.5,1007.1,0,0.2,43.17,61.36318726348051,2.199504652950515,4852.971706125606,1,1
28.4,18,35,3.6,1006.3,0,4.2,42.19,151.1061107084201,4.660002057820645,2938.593570963027,0,0
26.9,17.4,31.2,2.3,1010.4,0,19.6,40.42,213.3333402151724,8.559828448107819,1625.005521404604,1,1
27.4,15.2,35,2.9,1011.5,0,4.6,42.04,232.3081158544764,1.003484996074166,5953.17530441942,0,0
28.4,14.8,34.9,2.9,1012.7,0,3.7,44.9,0.1529967047830704,8.62030026877999,340.0192687809192,0,0
29.3,15.2,36.7,3.3,1013.1,0,1.2,47.32,151.5081265506882,4.970084310051158,7922.371141602971,0,0
29.5,16.2,36.9,3.6,1012.4,0,3,46.96,70.57037399119397,6.604680063469242,1294.156725918562,0,0
28.5,16.2,35.3,3.3,1012,0,13.7,44.62,262.4735499764365,8.153671206035813,5442.796128737047,1,1
26.5,15.8,33.4,3.3,1011.3,0,7.9,43.08,45.87163321506856,3.043269335731135,6673.203726164658,0,0
26,12.4,32.8,2.6,1010.9,0,0.1,40.62,199.93687487245,9.54234605208079,645.2623029841584,1,1
27.4,13.2,34.8,3,1010.1,0,0,37.87,79.81865709747746,0.8373626661824896,7992.350337393787,1,1
28.1,13.6,35.7,3.2,1009.9,0,0,36.05,106.9626429642817,5.276664445557477,3151.455741604655,1,1
27.9,13.4,35.3,3,1007.4,0,0,35.43,282.1677782270534,2.548033687985767,8819.03541495599,1,1
28.1,13,35.7,3,1004,0,0.1,35.08,72.13443762242385,4.079462974011824,608.5824321131408,0,0
26,14.2,35.1,3.5,1007.8,0,2.6,36.29,28.5008285468792,4.488641282645607,6342.010994768011,0,0
26.4,11.8,34.4,3.1,1011.4,0,0,40.03,20.78547043326775,9.145117231189522,1422.0013976008,1,1
27.5,10.6,35.9,3.4,1010.7,0,0,44.51,151.3845330298387,4.415815236408127,3563.024219770567,1,1
27.8,11.6,35.8,3.1,1010.5,0,0,44.85,192.5134446852864,6.979478697874544,3921.543922636439,0,0
27.1,15,34.3,3.5,1011.5,0,2.1,46.47,98.18809307126617,9.517631725308616,3593.658074919486,0,0
27.3,12.4,34.8,3.2,1010.8,0,0,46.93,207.0779225379243,4.945325812526644,2986.846551918536,0,0
28,14.2,35.4,3.3,1009.7,0,0.5,41.17,18.31011557197134,4.083099288214904,6788.269839517385,1,1
26.5,16.5,32.1,2.6,1009.3,0,6,42.07,257.200393476863,9.729684433519308,7254.38255363182,1,1
24.4,15.8,30.9,2.3,1009.9,0,15.1,41.44,244.9701629217713,8.276763549616444,2969.514295061938,1,1
24.7,9.8,31.4,3,1014.7,0,0.9,39.86,295.6488814176257,9.397729082346045,4270.442177338395,0,0
26.6,11.6,33.9,3.1,1011.4,0,0,36.2,280.9514942705536,3.972252267363114,3731.7147630327,1,1
26.2,11.2,33.4,3.1,1010.8,0,3.1,34.9,106.8591491756784,6.96324390559324,5251.437223966738,0,0
25.4,11.4,32.5,3.1,1011.8,0,2.7,36.1,119.7826152046732,2.496105742428632,1329.553791464759,1,1
25.7,10.7,33.8,3.5,1011.5,0,0,37.87,223.7894542434778,8.65822008870339,7128.7003589739,0,0
25.4,10.2,33.3,3,1010.9,0,0.3,40.95,40.22483158649496,9.330791776719147,7051.968530018945,1,1
24.2,11.6,31.7,3.1,1013.4,0,0.1,43.8,94.20441307345044,2.67866453728818,5223.975627098941,1,1
24.6,9,32.4,2.8,1014.1,0,1.2,41.75,35.56228109269448,1.049324072785752,6601.884128778994,1,1
24.8,8.4,32.9,2.9,1015.6,0,0.4,35.88,136.4659347218494,2.007347458751465,8746.293725600532,1,1
24.9,8.4,33.1,3.3,1013.6,0,0,37.65,165.6012839655953,6.328321305831993,8162.350854987962,1,1
24.6,9,33.4,3.8,1012.8,0,0.1,39.3,63.34814098882572,2.721832870970584,5410.100299564733,0,0
23.4,8,31.8,3.5,1015.5,0,0,43.1,7.9895060742315,6.386108350605053,4524.879797434208,0,0
24.2,9,32.1,3.2,1015.4,0,0,45.59,215.8067495251569,3.501887015094771,4729.495439287011,0,0
24.9,9.2,32.9,3.6,1014,0,0,42.13,6.001549327850553,9.168354426988138,4128.605126334905,1,1
23,12.8,30.2,2.9,1016.4,0,9.9,40.26,292.0207826785069,4.52597683977591,4249.039449667873,1,1
